ZIP_CODE,EV_LEVEL_1,EV_LEVEL_2,EV_FAST,NETWORK_TYPE_ChargePoint,NETWORK_TYPE_Non-Networked,NETWORK_TYPE_Other-Network,TOTAL_HOUSEHOLDS,MEDIAN_INCOME,REG_COUNTS
07662,0,2,2,3,0,0,6003.0,252588.0,264
07663,0,4,2,0,0,2,10656.0,213552.0,346
07666,0,2,0,1,0,0,13072.0,111821.0,931
07670,0,4,0,1,1,0,9380.0,345852.0,2692
07677,0,48,32,38,2,2,82446.0,7186326.0,118839
07701,0,11,1,3,5,0,79600.0,732696.0,4952
07712,0,8,0,0,0,2,33452.0,139660.0,1512
07719,0,1,0,1,0,0,8395.0,100391.0,576
07724,0,9,0,7,0,0,61180.0,579481.0,4249
07728,0,4,8,1,2,1,79816.0,367420.0,4084
07730,0,2,0,0,0,1,5821.0,101849.0,224
07733,0,12,0,6,0,0,34986.0,893946.0,6372
07735,0,5,0,0,2,1,21312.0,238401.0,624
07740,0,2,0,1,0,0,12130.0,60122.0,492
07747,0,2,0,1,0,0,11892.0,109396.0,643
07748,0,0,6,0,0,1,9645.0,121490.0,466
07753,0,6,14,1,2,3,94380.0,441264.0,2406
07755,0,2,0,0,1,0,2222.0,103472.0,167
07764,0,0,1,1,0,0,2485.0,109073.0,250
07828,0,0,2,0,0,1,5854.0,75528.0,213
07832,0,0,8,0,0,1,1273.0,99243.0,35
07834,0,8,1,2,3,0,34015.0,622965.0,3530
07836,0,3,0,0,0,1,4536.0,122292.0,276
07847,0,2,0,1,0,0,746.0,112938.0,13
07849,0,2,0,0,0,1,3670.0,101977.0,177
07856,0,2,0,0,0,1,1748.0,90500.0,49
07860,0,13,1,4,1,1,57408.0,526920.0,1758
07866,0,2,12,1,0,1,17246.0,220056.0,790
07869,0,2,0,1,0,0,9169.0,140841.0,939
07871,0,6,0,3,0,0,21564.0,413151.0,2187
07874,0,3,0,0,2,1,9165.0,291240.0,306
07882,0,4,0,1,1,0,11352.0,168270.0,440
07901,0,5,0,1,0,1,16752.0,309376.0,2580
07920,0,41,8,5,2,2,88218.0,1362285.0,15228
07921,0,10,0,1,1,0,7588.0,232500.0,750
07922,0,7,0,2,1,0,12432.0,544176.0,1935
07924,0,6,0,1,0,2,7743.0,497031.0,1401
07927,0,2,0,0,0,1,1590.0,125588.0,161
07928,0,4,0,0,0,2,12964.0,383214.0,2060
07932,0,3,0,0,0,1,3992.0,127273.0,370
07936,0,1,0,0,1,0,3771.0,136016.0,328
07940,0,10,0,0,0,5,27945.0,733100.0,3905
07950,0,4,1,2,0,1,21441.0,381678.0,2151
07960,0,8,0,0,2,1,54141.0,377232.0,6201
07974,0,10,0,1,1,1,12402.0,463965.0,1380
07981,0,4,0,0,1,0,3558.0,118897.0,270
08002,0,19,13,8,2,3,116428.0,1069705.0,29926
08003,0,14,0,0,0,8,86960.0,1071568.0,5968
08005,0,0,8,0,0,1,9357.0,73914.0,203
08007,0,1,0,0,1,0,2120.0,75417.0,65
08008,0,9,0,4,0,1,17550.0,439800.0,1085
08010,0,2,0,1,0,0,4343.0,64525.0,103
08012,0,5,1,1,2,0,43974.0,223719.0,1116
08016,0,16,9,9,1,1,133595.0,850091.0,4818
08028,0,5,0,0,1,0,6479.0,72313.0,324
08031,0,2,0,0,0,2,8784.0,119292.0,202
08034,0,2,8,0,0,2,13786.0,190024.0,1016
08036,0,1,0,0,1,0,2240.0,108521.0,178
08037,0,2,0,0,0,1,8325.0,76073.0,328
08050,0,5,0,0,1,2,29805.0,248244.0,897
08051,0,2,0,2,0,0,8352.0,157692.0,202
08052,0,0,8,0,0,1,8285.0,61335.0,164
08053,0,1,12,1,0,1,35248.0,201440.0,1846
08054,0,20,80,5,0,25,519060.0,2844960.0,7314
08059,0,0,1,1,0,0,2127.0,76708.0,49
08060,0,2,8,1,0,1,17770.0,183232.0,710
08066,0,0,8,0,0,1,3635.0,51647.0,47
08067,0,1,16,0,1,2,1761.0,261564.0,87
08075,0,0,1,0,1,0,10947.0,77750.0,305
08078,0,2,0,1,0,0,3149.0,67263.0,55
08080,0,2,0,1,0,0,13396.0,103247.0,629
08081,0,2,4,1,0,1,33582.0,178402.0,1320
08083,0,0,8,0,0,1,3718.0,76433.0,100
08085,0,2,0,1,0,0,6755.0,126956.0,354
08087,0,2,0,1,0,0,10917.0,66410.0,256
08088,0,4,0,0,2,0,18538.0,166320.0,948
08096,0,4,12,0,2,1,41151.0,212340.0,1215
08098,0,2,0,1,0,0,3269.0,92750.0,116
08108,0,2,0,1,0,0,7631.0,97279.0,436
08109,0,3,0,0,0,1,8422.0,70153.0,261
08202,0,3,0,2,0,0,1618.0,175208.0,244
08203,0,4,0,0,0,1,4052.0,72372.0,133
08204,0,9,4,1,1,1,23205.0,214020.0,915
08205,0,9,0,2,0,2,40840.0,283864.0,1624
08210,2,2,12,0,1,1,12762.0,143310.0,492
08215,0,3,0,1,1,0,10620.0,134806.0,320
08221,0,1,0,0,1,0,2509.0,109013.0,216
08226,0,6,0,1,2,0,15759.0,243228.0,783
08234,0,15,9,3,2,4,125226.0,735129.0,6120
08240,0,4,0,0,0,2,0.0,0.0,0
08260,0,7,0,2,0,2,24412.0,203644.0,868
08302,2,0,0,0,1,0,13927.0,51161.0,214
08312,0,2,0,1,0,0,2967.0,68398.0,46
08318,0,2,0,0,0,1,4545.0,85279.0,129
08328,0,0,8,0,0,1,526.0,65227.0,10
08330,0,2,0,1,0,0,10566.0,70231.0,321
08360,0,4,0,0,3,0,43893.0,152325.0,672
08401,0,22,0,0,2,5,108528.0,204624.0,980
08405,0,6,0,0,1,0,0.0,0.0,0
08505,0,2,0,1,0,0,6880.0,93795.0,375
08510,0,0,8,0,0,1,1812.0,153194.0,205
08512,0,4,10,1,1,2,16312.0,361556.0,2792
08520,0,9,0,0,1,1,18562.0,186838.0,1472
08527,0,2,0,0,0,1,20389.0,94959.0,815
08528,0,3,0,0,0,1,0.0,0.0,25
08530,0,1,0,0,0,1,3084.0,95341.0,299
08534,0,10,0,2,1,0,14217.0,414219.0,2523
08536,0,5,0,0,0,2,15610.0,222516.0,1940
08540,0,22,0,6,0,5,192335.0,1586244.0,51711
08542,0,4,0,2,0,0,3466.0,162422.0,412
08558,0,7,0,1,0,1,5156.0,421364.0,1638
08559,0,5,0,0,0,2,4236.0,230364.0,282
08560,0,9,0,0,1,1,2734.0,220076.0,500
08609,7,0,0,0,1,0,4163.0,34602.0,34
08619,0,8,0,4,0,0,34836.0,334448.0,1780
08620,0,0,16,0,0,2,8110.0,189614.0,354
08628,0,9,1,3,2,0,18930.0,477085.0,1095
08638,0,5,0,0,1,0,8031.0,54710.0,220
08640,2,0,0,0,1,0,903.0,72031.0,16
08641,0,56,0,0,2,0,2324.0,135000.0,66
08648,0,19,6,5,1,2,92704.0,807440.0,9104
08690,0,5,0,2,1,0,20727.0,301950.0,1068
08691,0,10,14,3,1,2,37686.0,803760.0,4764
08701,0,2,1,1,1,0,47562.0,104296.0,2014
08723,0,1,0,0,0,1,13021.0,76242.0,433
08731,0,2,2,1,0,1,15236.0,165814.0,356
08736,0,0,2,2,0,0,9808.0,254770.0,712
08751,0,12,0,6,0,0,12354.0,471888.0,420
08753,0,2,0,0,2,0,46522.0,165716.0,1566
08757,0,0,8,0,0,1,16599.0,46107.0,265
08805,0,7,0,5,0,0,20805.0,361435.0,890
08807,0,12,4,3,3,1,92281.0,923685.0,10262
08809,0,6,0,1,1,1,6606.0,308280.0,723
08816,0,8,38,1,0,8,147915.0,1035261.0,15336
08817,0,0,1,0,1,0,15564.0,93571.0,879
08822,0,13,8,2,3,2,78113.0,811867.0,7469
08830,0,4,0,2,0,0,12862.0,190860.0,622
08831,0,1,0,0,1,0,21111.0,89331.0,2527
08832,0,6,0,0,2,0,2104.0,131522.0,74
08833,0,0,1,1,0,0,3151.0,130694.0,410
08837,0,6,16,3,1,2,36600.0,526428.0,2460
08840,0,8,0,0,1,1,12146.0,253342.0,1090
08844,0,4,0,2,0,0,27606.0,259714.0,3532
08852,0,15,1,1,4,1,40416.0,642366.0,5988
08854,0,22,0,0,2,0,32352.0,200068.0,3048
08857,0,2,8,1,0,1,29744.0,191860.0,1840
08869,0,3,0,0,0,1,2995.0,79362.0,169
08873,0,2,0,1,0,0,20419.0,89784.0,1553
08876,0,27,0,6,4,3,107666.0,1296815.0,7592
08901,0,12,0,0,2,1,45984.0,131349.0,1086
08902,0,0,12,0,0,2,28976.0,192778.0,2098
08904,0,2,0,2,0,0,11470.0,162804.0,810
10001,0,114,0,0,3,30,428901.0,3063720.0,154
10002,0,15,4,0,0,6,200754.0,221892.0,0
10003,0,52,0,0,0,16,416688.0,1890576.0,192
10004,0,3,0,0,0,1,1777.0,190223.0,4
10005,0,7,0,0,0,3,13089.0,569106.0,39
10007,0,15,0,0,1,4,14010.0,1120315.0,855
10010,0,22,0,0,1,6,117705.0,930916.0,77
10011,0,53,0,0,0,17,494513.0,2350624.0,68
10012,0,14,0,3,0,3,73086.0,638802.0,18
10013,0,30,2,1,0,11,144312.0,1358292.0,48
10014,0,28,0,0,0,10,180130.0,1335010.0,110
10016,0,118,0,2,2,44,1401600.0,6078144.0,240
10017,0,42,4,0,1,7,77304.0,1048360.0,80
10018,0,7,0,1,0,3,18908.0,489936.0,124
10019,0,59,0,1,0,25,680108.0,2698592.0,286
10021,0,60,0,0,1,20,502635.0,2565549.0,84
10022,0,49,0,5,0,17,394966.0,3315796.0,396
10023,0,42,4,0,1,16,582913.0,2254285.0,136
10024,0,36,0,0,0,10,281650.0,1436230.0,20
10025,0,53,0,0,0,18,744390.0,1649232.0,18
10026,0,6,0,0,0,2,30958.0,119382.0,0
10027,0,7,0,0,0,2,47912.0,103876.0,4
10028,0,42,0,0,0,16,394240.0,1967504.0,48
10029,0,9,0,1,0,3,125880.0,134880.0,24
10030,0,4,0,0,0,1,12688.0,42348.0,0
10032,0,2,0,0,0,1,21226.0,53525.0,4
10033,0,23,0,0,0,7,138831.0,441651.0,42
10034,0,11,0,0,0,2,32312.0,108812.0,0
10035,0,4,3,3,0,1,58096.0,119196.0,0
10036,0,70,0,0,4,20,414240.0,2287224.0,36
10038,0,7,0,0,0,3,31383.0,287106.0,0
10044,0,14,0,11,0,0,52514.0,1152888.0,0
10065,0,48,0,1,1,17,289845.0,2820379.0,209
10069,0,9,0,0,0,3,9690.0,397500.0,3
10075,0,25,0,0,0,10,113880.0,1386400.0,0
10080,0,0,4,0,0,1,0.0,0.0,0
10105,0,3,0,0,0,1,0.0,0.0,0
10128,0,29,0,0,0,11,330759.0,1340119.0,11
10152,0,2,0,1,0,0,0.0,0.0,0
10155,0,3,0,0,0,1,0.0,0.0,0
10172,0,20,0,0,0,1,0.0,0.0,0
10280,0,21,0,1,0,6,31906.0,1279320.0,0
10282,0,7,1,1,0,3,0.0,0.0,8
10301,0,5,0,0,0,1,14467.0,62052.0,0
10303,0,4,0,0,1,1,16536.0,134430.0,0
10305,2,6,4,4,2,1,101955.0,558194.0,49
10306,0,1,0,0,1,0,20189.0,80834.0,8
10307,0,6,0,0,0,2,10542.0,170206.0,10
10309,0,6,12,0,0,2,23046.0,218914.0,0
10310,0,4,0,0,0,2,17052.0,152150.0,0
10314,0,21,0,5,1,4,308820.0,915050.0,60
10451,0,5,0,0,0,2,39044.0,60698.0,0
10458,0,8,0,0,1,0,27581.0,35423.0,0
10459,0,13,0,0,2,1,50604.0,87852.0,0
10460,0,5,0,3,0,0,62334.0,82635.0,0
10461,0,2,0,1,0,0,18862.0,58305.0,0
10463,0,12,0,0,0,3,86256.0,175224.0,0
10465,0,8,0,0,0,1,15831.0,75617.0,0
10466,0,2,0,1,0,0,24216.0,58393.0,0
10467,0,12,0,2,0,3,185210.0,196860.0,0
10468,0,15,0,0,3,2,131640.0,189020.0,0
10471,0,5,0,3,0,0,26451.0,266166.0,3
10473,0,2,0,1,0,0,21189.0,41508.0,0
10475,0,0,12,0,0,1,18902.0,51951.0,0
10505,0,0,1,0,0,1,368.0,143000.0,0
10506,0,2,0,1,0,0,1850.0,224167.0,0
10507,0,8,0,4,0,0,8836.0,279408.0,0
10509,0,2,0,1,0,0,6863.0,104568.0,0
10512,0,0,1,0,0,1,9350.0,98091.0,0
10514,0,7,0,0,0,4,0.0,0.0,0
10520,0,4,0,2,0,0,10266.0,220188.0,0
10522,0,2,0,0,0,1,3670.0,143462.0,0
10523,0,9,2,5,1,0,17700.0,604896.0,0
10524,0,2,0,0,0,1,1435.0,124006.0,0
10530,0,1,3,0,0,1,5694.0,109315.0,0
10532,0,3,0,0,0,2,3478.0,220834.0,0
10533,0,4,0,0,0,2,5238.0,317720.0,0
10536,0,6,1,3,0,1,14372.0,733460.0,0
10538,0,8,0,3,0,1,23248.0,787776.0,0
10541,0,2,0,0,0,1,9060.0,107180.0,0
10543,0,6,0,3,0,0,22779.0,312756.0,0
10547,0,2,0,1,0,0,2520.0,110685.0,0
10548,0,1,0,0,1,0,1321.0,89572.0,0
10549,0,4,0,2,0,0,11582.0,216574.0,4
10552,0,4,0,2,0,0,17144.0,154484.0,0
10562,0,8,13,4,0,2,67716.0,491712.0,6
10566,0,10,0,2,0,2,37468.0,228088.0,0
10567,0,2,0,0,0,1,6767.0,134719.0,0
10570,0,3,0,0,0,1,4049.0,146969.0,0
10573,0,6,0,2,2,0,49932.0,351908.0,0
10576,0,2,0,1,0,0,1808.0,199167.0,0
10577,0,10,0,5,0,0,4145.0,820905.0,0
10580,0,4,4,0,0,4,23936.0,780688.0,28
10583,0,0,1,0,0,1,13923.0,208212.0,0
10589,0,0,13,0,0,2,7640.0,200626.0,0
10590,0,4,0,0,0,1,2704.0,153571.0,0
10591,0,13,15,2,0,5,62356.0,686497.0,49
10595,0,11,0,5,0,1,14124.0,659700.0,0
10598,0,9,2,0,2,2,42120.0,514180.0,0
10601,0,50,0,1,4,4,47412.0,641610.0,0
10603,0,17,0,0,0,2,14080.0,191666.0,0
10604,0,2,0,1,0,0,3808.0,101508.0,0
10605,0,12,0,4,0,1,36275.0,584475.0,0
10606,0,18,0,4,0,2,33792.0,482952.0,0
10607,0,2,0,1,0,0,2416.0,136250.0,0
10701,0,7,18,0,0,3,70695.0,142575.0,0
10706,0,2,0,1,0,0,3128.0,142500.0,0
10707,0,4,0,1,0,1,7928.0,228772.0,0
10708,0,6,0,3,0,0,26604.0,346305.0,0
10710,0,5,1,0,2,1,28893.0,264684.0,0
10801,0,6,15,0,2,3,73790.0,320215.0,0
10805,0,0,1,1,0,0,7602.0,72138.0,0
10901,0,40,0,16,0,2,154962.0,1736280.0,54
10911,0,5,0,0,0,2,0.0,0.0,0
10913,0,2,0,0,2,0,2976.0,302558.0,2
10917,0,6,2,0,0,2,1054.0,223354.0,0
10918,0,3,0,0,0,1,4167.0,108073.0,3
10922,0,2,0,0,1,0,623.0,79832.0,0
10924,0,6,0,3,0,0,13002.0,315000.0,0
10926,0,8,0,2,0,1,4005.0,255864.0,0
10927,0,2,0,1,0,0,3733.0,63191.0,0
10928,0,2,0,1,0,0,1719.0,84267.0,0
10940,0,29,0,13,0,1,253050.0,874804.0,42
10941,0,3,8,0,0,2,9986.0,153352.0,0
10952,0,3,0,2,0,0,18564.0,118608.0,16
10954,0,5,6,1,0,2,24909.0,321231.0,0
10956,0,4,0,2,0,0,20804.0,285824.0,0
10958,0,2,0,0,2,0,1874.0,208300.0,0
10960,0,3,0,1,0,1,12350.0,174958.0,14
10963,1,0,0,0,1,0,971.0,76118.0,0
10965,0,6,0,1,0,1,10664.0,222500.0,0
10968,0,0,1,0,0,1,1154.0,123580.0,0
10976,0,2,0,0,0,1,712.0,59864.0,0
10977,0,4,0,2,0,0,32538.0,109518.0,10
10990,0,6,0,2,1,0,22407.0,310926.0,0
10994,0,4,20,0,1,1,5260.0,328928.0,0
11010,0,2,0,0,0,1,7832.0,111135.0,0
11022,0,2,0,1,0,0,0.0,0.0,0
11040,0,12,1,1,0,1,25916.0,258688.0,0
11096,0,2,0,0,2,0,5110.0,121350.0,0
11101,0,59,2,2,1,11,194544.0,1058134.0,238
11105,0,11,0,0,0,3,45675.0,239649.0,9
11106,0,10,0,0,0,3,50751.0,205590.0,0
11109,0,13,0,1,0,2,8721.0,481875.0,0
11201,0,67,0,2,0,18,571860.0,2584960.0,40
11203,0,10,0,0,0,3,84828.0,163371.0,0
11205,0,36,0,0,1,3,65836.0,235488.0,0
11206,0,2,25,0,0,2,62326.0,79506.0,0
11207,0,1,0,0,0,1,33619.0,39382.0,0
11209,0,5,0,0,0,1,29352.0,77917.0,6
11211,0,38,0,0,1,7,323480.0,649824.0,8
11212,0,4,0,0,0,1,31802.0,26521.0,0
11213,0,2,0,0,0,1,25504.0,44831.0,6
11215,0,24,1,2,0,8,284450.0,1320910.0,0
11216,0,2,0,0,0,1,24871.0,67795.0,0
11217,0,35,12,0,0,10,180740.0,1193750.0,10
11220,0,2,0,0,2,0,55274.0,100382.0,0
11221,0,3,0,0,0,1,31497.0,56900.0,0
11222,0,19,0,0,0,3,52338.0,280464.0,0
11224,0,6,0,0,0,1,18930.0,32549.0,2
11225,0,0,10,0,0,1,24136.0,59820.0,7
11231,0,9,0,0,0,3,46974.0,298929.0,0
11232,0,12,0,2,0,2,35040.0,244800.0,0
11233,0,2,0,0,0,1,30567.0,44905.0,0
11235,0,2,0,0,2,0,64676.0,109292.0,2
11236,0,5,0,0,1,0,33752.0,70793.0,0
11238,0,10,0,1,0,2,75180.0,275538.0,0
11239,0,4,0,0,0,1,6705.0,29172.0,0
11248,0,6,0,0,0,2,0.0,0.0,0
11249,0,33,4,0,0,9,0.0,0.0,0
11354,0,21,7,0,1,7,159400.0,326288.0,0
11355,0,13,0,0,1,3,111084.0,170028.0,0
11356,0,8,0,0,0,1,7501.0,61859.0,0
11360,0,2,0,1,0,0,8541.0,83063.0,0
11361,0,2,0,0,2,0,19816.0,175784.0,0
11364,0,0,1,0,0,1,13470.0,82028.0,0
11365,0,6,0,0,0,1,15705.0,67642.0,1
11367,0,4,0,1,0,1,28696.0,127092.0,0
11368,0,1,1,2,0,0,57266.0,108422.0,8
11369,0,2,0,0,0,1,9655.0,54184.0,0
11371,0,9,0,7,0,0,0.0,0.0,0
11372,0,7,1,1,1,1,71358.0,181977.0,0
11373,0,1,13,0,0,2,60572.0,109168.0,0
11374,0,10,0,0,0,3,58647.0,200385.0,0
11375,0,16,0,1,0,5,195294.0,508278.0,0
11377,0,6,0,0,0,2,62662.0,117896.0,0
11378,0,3,0,1,0,1,25402.0,155420.0,0
11379,0,0,3,3,0,0,40119.0,251649.0,0
11385,0,2,10,0,0,2,71002.0,150680.0,0
11413,0,62,0,0,0,2,24594.0,186864.0,0
11415,0,9,0,0,0,3,25143.0,212700.0,0
11417,0,2,0,0,2,0,17796.0,153736.0,0
11418,0,2,0,0,0,1,10907.0,68920.0,0
11430,0,10,24,5,0,3,0.0,0.0,0
11432,0,9,0,0,2,1,56091.0,186444.0,0
11433,0,3,0,0,0,1,10599.0,54253.0,0
11514,0,0,16,0,0,2,3342.0,164688.0,0
11520,0,5,0,2,0,1,42777.0,246600.0,0
11530,0,35,12,7,2,3,114000.0,2016228.0,0
11542,0,2,0,1,0,0,9998.0,80607.0,0
11545,0,2,0,0,0,1,4359.0,163606.0,0
11548,0,2,0,0,2,0,1088.0,270770.0,0
11549,0,2,0,1,0,0,0.0,0.0,0
11550,0,8,1,3,2,0,83250.0,320775.0,0
11553,0,4,0,2,0,0,12984.0,159744.0,0
11568,4,5,0,0,1,1,2084.0,428500.0,0
11569,0,6,0,3,0,0,1461.0,470250.0,0
11571,0,2,0,0,0,1,0.0,0.0,0
11577,0,1,8,0,1,1,8488.0,298182.0,0
11580,0,2,0,0,2,0,26344.0,221150.0,0
11581,0,1,20,0,0,2,13530.0,234400.0,0
11590,0,16,1,6,2,1,128709.0,962631.0,0
11598,0,0,10,0,0,1,4068.0,145139.0,0
11701,0,8,1,3,2,1,51234.0,518682.0,0
11702,0,3,0,2,0,1,15303.0,391011.0,0
11703,0,8,0,4,0,1,26440.0,469690.0,0
11704,0,1,0,0,0,1,12712.0,95912.0,0
11706,0,17,0,2,2,2,110478.0,547224.0,0
11710,0,6,1,2,1,0,34302.0,408843.0,0
11714,0,4,0,0,0,1,7943.0,114095.0,0
11716,0,3,0,0,0,1,3593.0,93317.0,0
11717,0,8,0,4,0,0,55140.0,328948.0,0
11720,0,8,1,3,0,1,35552.0,438200.0,0
11724,0,2,0,0,0,1,0.0,0.0,0
11726,0,0,8,0,0,1,5693.0,75085.0,0
11729,0,14,0,7,0,0,60312.0,660709.0,0
11732,0,3,0,0,0,1,1453.0,119028.0,0
11733,0,2,0,1,0,0,5456.0,155455.0,0
11735,0,15,0,3,0,5,93808.0,878864.0,0
11738,0,16,0,7,0,1,43376.0,881856.0,0
11740,0,4,0,1,1,0,6588.0,249054.0,0
11743,0,30,1,5,0,2,106379.0,897309.0,28
11746,0,10,4,2,4,0,126030.0,699360.0,0
11747,0,33,0,4,2,2,56024.0,1012856.0,0
11754,0,2,0,1,0,0,6684.0,101710.0,0
11755,0,3,11,0,0,3,12681.0,350364.0,0
11757,0,6,0,4,0,0,58136.0,385476.0,0
11758,0,0,12,0,0,2,37130.0,240298.0,0
11762,0,1,0,1,0,0,7554.0,132426.0,0
11763,0,0,1,0,0,1,9444.0,88438.0,8
11766,0,4,0,0,0,1,4114.0,133050.0,0
11767,0,2,0,1,0,0,4989.0,116599.0,0
11768,0,2,0,0,0,1,7834.0,136549.0,0
11769,0,8,1,1,0,1,6596.0,207728.0,0
11771,0,2,0,1,0,0,3600.0,121481.0,0
11772,0,9,1,3,3,0,103818.0,481314.0,0
11776,0,1,0,0,1,0,7958.0,101793.0,0
11777,0,14,0,4,0,2,20358.0,691104.0,0
11779,0,3,0,0,1,0,12354.0,98450.0,0
11780,0,2,1,0,2,0,11030.0,251220.0,6
11784,0,2,1,1,0,1,15716.0,186100.0,0
11787,0,17,0,4,0,1,60000.0,641250.0,0
11788,0,7,12,1,0,4,27660.0,582340.0,35
11790,1,33,0,14,1,1,70480.0,2089712.0,0
11791,0,10,0,0,3,0,24669.0,524025.0,0
11793,0,2,0,0,0,2,20480.0,279086.0,0
11794,0,2,0,0,0,1,0.0,0.0,0
11795,0,1,0,1,0,0,7812.0,125691.0,1
11797,0,2,0,1,0,0,3097.0,182569.0,0
11801,3,23,0,0,2,4,77322.0,661812.0,18
11803,0,1,8,0,1,1,19462.0,294938.0,0
11901,0,28,14,12,2,5,184224.0,1262322.0,38
11931,0,1,0,0,0,1,0.0,0.0,0
11933,0,3,4,0,1,2,9180.0,231183.0,0
11934,0,4,0,0,0,1,2566.0,106892.0,0
11935,0,2,0,0,0,1,1285.0,102688.0,0
11937,0,17,0,2,0,3,33975.0,489805.0,0
11944,0,1,2,0,0,2,3918.0,117878.0,0
11946,0,2,1,1,0,1,11924.0,166602.0,0
11947,0,5,0,0,1,1,0.0,0.0,0
11948,0,1,0,0,1,0,0.0,0.0,0
11949,0,0,1,0,0,1,4937.0,96505.0,0
11954,0,28,12,0,0,10,14580.0,963890.0,10
11958,0,2,0,0,1,1,710.0,184358.0,0
11961,8,7,0,0,10,0,54960.0,702440.0,0
11963,0,7,0,1,0,3,11308.0,350752.0,0
11964,0,5,0,1,0,1,1962.0,165536.0,0
11968,0,9,8,2,0,3,21695.0,531355.0,0
11971,0,8,0,0,1,2,7704.0,228750.0,0
11976,0,4,9,1,0,3,2680.0,576668.0,0
11978,0,6,0,2,0,1,3945.0,311970.0,0
11980,0,1,0,1,0,0,2038.0,98702.0,0
12009,0,4,1,2,0,1,9057.0,271572.0,0
12010,0,38,2,17,0,3,233440.0,980720.0,60
12018,0,2,0,1,0,0,3060.0,96667.0,0
12019,0,4,0,2,0,0,11806.0,213732.0,0
12020,3,32,8,14,2,2,247464.0,1492794.0,0
12027,0,4,0,2,0,0,2964.0,203334.0,0
12033,0,6,4,3,0,1,12752.0,308928.0,0
12037,0,4,0,2,0,0,3682.0,116532.0,0
12043,0,4,0,2,0,0,5796.0,110396.0,0
12047,0,51,0,20,1,3,216720.0,1396776.0,0
12051,0,4,0,0,0,1,1500.0,58704.0,0
12054,0,44,0,20,0,1,145593.0,2171064.0,0
12061,0,4,0,2,0,0,7742.0,196452.0,0
12065,0,82,0,37,1,2,706160.0,3753600.0,40
12072,0,2,2,1,0,1,1942.0,117500.0,0
12075,0,6,0,0,0,1,1130.0,72419.0,0
12076,0,2,0,0,0,1,630.0,56765.0,0
12077,0,6,0,3,0,0,8082.0,327156.0,0
12083,0,2,0,1,0,0,1415.0,78972.0,0
12084,0,8,0,4,0,0,8512.0,316956.0,0
12087,0,0,4,0,1,1,670.0,120114.0,0
12095,0,8,0,3,2,0,24295.0,274490.0,0
12106,0,4,0,1,1,0,2072.0,167500.0,0
12110,0,70,0,30,1,3,246330.0,2786402.0,0
12118,0,4,0,2,0,0,13338.0,152862.0,0
12125,0,2,0,1,0,0,622.0,66328.0,0
12144,0,10,0,5,0,0,45720.0,360030.0,0
12159,0,12,0,5,1,0,21162.0,534054.0,0
12164,0,4,0,1,0,1,190.0,144166.0,0
12165,0,2,0,1,0,0,68.0,97500.0,0
12180,0,67,0,32,1,1,725152.0,1880710.0,0
12182,0,0,1,0,0,1,6013.0,52467.0,0
12184,0,6,0,3,0,0,7758.0,227271.0,0
12186,0,1,1,0,0,2,4914.0,212500.0,0
12188,0,3,0,0,0,2,9646.0,140656.0,0
12189,0,44,0,22,0,0,182666.0,1157068.0,0
12198,0,4,1,2,0,1,9264.0,233142.0,0
12202,0,18,0,10,0,1,45254.0,305250.0,0
12203,1,83,20,29,1,2,422368.0,1968608.0,96
12204,0,17,0,6,1,0,27622.0,405671.0,0
12205,0,97,13,31,3,7,453501.0,3096074.0,0
12206,0,22,1,6,4,2,74736.0,436752.0,0
12207,0,48,0,6,0,4,11790.0,185820.0,0
12208,0,17,0,3,1,1,49505.0,321475.0,0
12209,0,18,0,2,0,3,20770.0,256430.0,0
12210,0,12,0,3,0,2,26365.0,204830.0,0
12211,0,46,0,23,0,0,95519.0,2390758.0,0
12222,0,8,0,0,0,4,0.0,0.0,0
12302,0,42,1,21,0,1,218130.0,1710280.0,0
12303,0,8,0,4,0,0,41492.0,269292.0,0
12304,0,8,0,3,2,0,40685.0,254745.0,0
12305,0,44,0,8,1,3,27552.0,454500.0,0
12308,0,45,0,5,0,9,69370.0,673288.0,140
12309,0,65,0,7,1,6,149926.0,1512266.0,0
12401,0,62,9,23,2,5,429390.0,1700040.0,0
12404,0,2,0,0,0,1,1315.0,52011.0,0
12406,0,1,0,0,0,1,0.0,0.0,0
12412,0,2,0,0,0,1,193.0,64702.0,0
12414,0,6,0,1,1,1,12249.0,115494.0,0
12419,0,2,0,0,0,1,228.0,69219.0,0
12422,0,2,0,0,0,1,0.0,0.0,0
12428,0,2,0,1,0,0,2579.0,47784.0,0
12442,0,4,0,2,0,0,760.0,58182.0,0
12443,0,2,0,1,0,0,1404.0,96515.0,0
12446,0,5,0,3,0,0,6108.0,177804.0,0
12449,0,6,1,1,1,1,3699.0,158397.0,0
12455,0,2,0,1,0,0,815.0,55402.0,0
12457,0,8,0,0,0,1,478.0,57542.0,0
12472,0,2,0,1,0,0,610.0,60750.0,0
12474,0,6,0,0,0,2,896.0,99090.0,0
12475,0,0,2,0,0,1,0.0,0.0,0
12477,0,14,2,5,0,2,54691.0,402689.0,0
12480,0,2,0,1,0,0,0.0,0.0,0
12484,0,12,0,1,3,1,5825.0,327425.0,0
12485,0,4,0,2,0,0,1108.0,110606.0,0
12493,0,2,0,1,0,0,0.0,0.0,0
12496,0,2,0,0,0,1,561.0,65197.0,0
12498,0,6,0,3,0,0,7149.0,185391.0,0
