ZIP_CODE,TOTAL_HOUSEHOLDS,MEDIAN_INCOME
46781,289,64250
46783,2445,89226
46784,896,65078
46785,550,63750
46787,1412,57361
46788,1101,74365
46791,329,74375
46792,1521,57250
46793,1779,61414
46794,699,51250
46795,2515,65417
46797,1397,68532
46798,587,63558
46799,97,38542
46802,4714,35529
46803,3521,23648
46804,11989,70992
46805,9386,45085
46806,8563,31773
46807,6641,48600
46808,8379,42034
46809,4119,41788
46814,4258,121038
46815,10829,53322
46816,7311,39766
46818,7640,66379
46819,4253,48939
46825,12400,56405
46835,14435,62691
46845,8297,98688
46901,16443,47140
46902,15623,53266
46910,1163,60665
46911,548,63625
46913,452,60357
46914,625,63438
46915,324,51875
46917,736,48889
46919,986,61111
46920,388,75667
46923,3211,52375
46926,562,63188
46928,1748,51493
46929,1119,57802
46930,43,37375
46931,89,32813
46932,1313,57008
46933,2559,44250
46936,2178,69180
46938,1242,49938
46939,827,39583
46940,1057,60417
46941,364,63056
46943,74,36983
46946,26,24211
46947,10668,47122
46950,235,51250
46951,735,53023
46952,8280,47240
46953,8506,34487
46957,257,40536
46958,223,52022
46960,460,48017
46961,95,51492
46962,3478,57817
46967,45,39107
46968,36,93750
46970,8904,46935
46974,780,60698
46975,5519,53966
46978,789,59181
46979,1741,79940
46982,1038,50367
46984,106,63000
46985,575,55515
46986,702,53000
46987,375,56250
46988,372,44318
46989,1424,58779
46990,261,52440
46991,682,60179
46992,6997,53238
46994,1039,56563
46996,2683,44029
46998,101,60150
47001,4171,60134
47003,427,31799
47006,4535,64839
47010,104,23167
47011,287,74282
47012,3847,56023
47016,344,73421
47017,242,53750
47018,1576,67821
47020,498,45592
47022,1142,81250
47023,587,60486
47024,1274,59853
47025,8552,69638
47030,673,68365
47031,2020,58348
47032,1114,63036
47034,55,53750
47036,312,69038
47037,1709,49809
47038,591,49150
47040,2275,53625
47041,2511,69258
47042,1669,56470
47043,2390,47650
47060,2315,70417
47102,2556,39824
47106,1812,63092
47108,915,47168
47110,115,62375
47111,6026,63750
47112,5890,58409
47114,118,51579
47115,1049,44107
47116,265,48875
47117,1530,61759
47118,1249,38750
47119,4168,95000
47120,284,58534
47122,3801,81405
47123,42,58000
47124,1699,80814
47125,589,48125
47126,1660,74940
47129,8237,43479
47130,18173,55089
47135,327,65446
47136,1586,79712
47137,581,31198
47138,1692,58132
47140,1018,37609
47141,534,58553
47142,422,52652
47143,1034,86053
47145,655,56157
47147,391,40240
47150,18897,53757
47160,31,55625
47161,1195,66882
47162,313,43224
47163,527,53281
47164,1773,47117
47165,2369,53698
47166,608,43810
47167,6012,43329
47170,5675,52509
47172,6150,79505
47175,356,46923
47177,488,53611
47201,17263,63510
47203,10342,62958
47220,1980,56121
47223,449,65446
47224,207,45164
47226,83,64375
47227,877,62747
47229,1185,47813
47230,609,50493
47231,336,54500
47232,1183,60160
47234,580,60000
47235,478,63537
47240,8584,59516
47243,1949,54194
47244,266,59821
47246,1633,61831
47247,74,81667
47250,9149,50496
47260,703,44816
47263,106,46071
47264,517,55158
47265,7855,51230
47270,231,58507
47272,788,48250
47273,802,61579
47274,12105,50121
47280,271,58393
47281,532,58152
47282,128,34722
47283,1227,49712
47302,10925,37461
47303,10488,32234
47304,13375,54873
47305,1725,25982
47320,1608,54423
47324,66,35000
47325,218,70208
47326,626,64008
47327,1818,38906
47330,2034,54313
47331,9262,45701
47334,1311,59393
47335,323,43011
47336,1318,41895
47337,57,49250
47338,1118,51742
47339,203,70795
47340,1174,52895
47341,907,63482
47342,1115,44821
47344,40,54375
47345,511,65613
47346,1524,54667
47348,3949,42513
47351,155,60417
47352,303,46719
47353,2185,52210
47354,431,44375
47355,1154,48112
47356,2219,58583
47357,324,53100
47358,386,48929
47359,1314,46574
47360,474,48125
47361,81,57019
47362,11129,45878
47367,44,42500
47368,1180,57500
47369,603,44087
47371,4796,47686
47373,1039,43512
47374,18636,44085
47380,635,44153
47381,58,45714
47382,98,40000
47383,1144,63333
47384,725,63472
47385,580,52875
47386,499,64018
47387,274,49457
47388,125,42188
47390,2182,36816
47393,506,79276
47394,3338,49451
47396,2792,57157
47401,17746,52907
47403,14122,55374
47404,10067,38731
47408,8848,35985
47421,11370,52555
47424,3571,56613
47427,275,56402
47429,3569,63528
47431,622,50000
47432,1936,43061
47433,1622,57097
47436,583,51397
47438,1729,48984
47441,3884,50657
47443,422,49750
47446,4262,52004
47448,3301,55225
47449,136,45156
47451,473,46989
47452,1993,58530
47453,267,64276
47454,2880,40259
47456,517,51010
47457,60,67500
47459,1398,54722
47460,4748,51991
47462,1766,69322
47464,87,27250
47465,203,45850
47468,610,54167
47469,724,58532
47470,671,47236
47471,1077,47195
47501,6820,49500
47512,1680,42337
47513,824,51400
47514,71,51477
47515,350,58750
47516,432,64150
47519,224,155750
47520,1268,44470
47521,235,98672
47522,104,58824
47523,1292,56538
47524,249,53750
47525,154,44079
47527,771,62813
47528,210,43000
47529,416,51250
47531,405,43113
47532,1719,67238
47535,240,46111
47537,350,67500
47541,465,77578
47542,3825,52238
47546,8838,60742
47550,239,67981
47551,326,85909
47553,3093,58140
47557,648,62273
47558,1108,60449
47561,698,46875
47562,1601,54556
47564,585,52908
47567,2513,54324
47568,289,52813
47575,418,75294
47576,139,78125
47577,478,83269
47578,308,62955
47579,996,73750
47581,1580,50380
47584,76,48214
47585,235,53107
47586,4758,50833
47588,267,58631
47590,264,35278
47591,10291,46728
47597,358,62500
47598,1185,48567
47601,5744,58132
47610,2190,60428
47611,533,59276
47612,309,52829
47613,1122,87292
47615,802,50435
47616,86,72500
47619,725,59479
47620,5315,62055
47630,14036,84026
47631,866,67708
47633,1105,49583
47634,909,53412
47635,2173,53153
47637,526,49554
47638,1363,77461
47639,1507,95450
47640,420,49200
47648,1699,59238
47649,677,53606
47654,38,58611
47660,1906,48547
47665,1403,62048
47666,716,40993
47670,4921,52321
47683,89,56827
47708,188,99464
47710,8257,37063
47711,13090,53992
47712,10339,51910
47713,4290,27212
47714,14023,39445
47715,13053,48866
47720,6966,64591
47725,6521,90444
47802,13460,46650
47803,8839,52991
47804,4730,33685
47805,5140,59866
47807,4794,23709
47832,417,80189
47833,344,61250
47834,7758,56880
47837,463,37212
47838,747,58942
47840,663,64632
47841,988,41290
47842,4295,47807
47846,207,64219
47847,448,59500
47848,601,47159
47849,196,67500
47850,952,55373
47853,53,56375
47854,254,72917
47855,215,34861
47857,135,51827
47858,252,64323
47859,320,59000
47860,174,42083
47861,234,66250
47862,579,45509
47863,125,62148
47866,233,45707
47868,1293,45234
47869,77,64596
47871,125,46250
47872,2899,50838
47874,1216,57744
47879,1349,48460
47881,137,53036
47882,3342,46667
47884,86,43750
47885,3596,46607
47901,2130,32959
47904,7048,38095
47905,17010,58975
47906,24305,48124
47909,16958,60516
47917,162,61538
47918,2537,51758
47920,848,87596
47921,379,42337
47922,585,44904
47923,1366,59545
47924,95,80986
47925,61,31250
47926,541,57743
47928,784,54400
47929,281,65078
47930,494,56071
47932,2180,56275
47933,11291,53884
47940,655,61344
47941,557,53527
47942,317,55446
47943,316,56398
47944,1492,44756
47946,862,62829
47948,597,51979
47949,468,59375
47950,299,60236
47951,936,50588
47952,1149,48706
47954,929,68875
47955,427,55417
47957,732,46842
47958,60,45000
47959,1065,46365
47960,6420,49552
47963,839,51328
47964,46,37500
47965,237,58984
47966,164,46786
47967,284,45833
47968,404,71667
47970,743,49071
47971,738,56611
47974,520,52143
47975,319,77708
47977,923,60906
47978,4243,61175
47980,447,63750
47981,375,77656
47982,72,46875
47983,116,62037
47987,1722,52500
47989,476,58750
47990,728,55473
47991,386,58971
47992,528,76479
47993,1460,55000
47994,143,54306
47995,588,71538
47997,52,63333
48001,5339,59671
48002,1236,74615
48003,2294,71908
48005,2057,77656
48006,1459,70650
48009,9131,122804
48014,1594,64737
48015,3462,45242
48017,5687,68183
48021,12635,49921
48022,961,76283
48023,1994,72625
48025,5813,138254
48026,6018,59089
48027,1232,71071
48028,552,53500
48030,7088,38903
48032,765,69410
48033,7604,49105
48034,7353,48481
48035,14478,55169
48036,9173,53084
48038,20234,60080
48039,3248,50496
48040,4236,62438
48041,1756,68672
48042,10862,104021
48043,6870,43321
48044,19348,100085
48045,11631,64911
48047,15950,79177
48048,2719,61337
48049,2204,70000
48050,506,97188
48051,6471,72332
48054,2966,64408
48059,6049,56169
48060,16414,40579
48062,3390,66036
48063,1557,72401
48064,1481,67649
48065,4292,76438
48066,20176,47605
48067,12312,85939
48069,1071,122813
48070,2351,136331
48071,13186,53439
48072,6683,86905
48073,16468,78843
48074,3494,58676
48075,9223,57106
48076,9691,71139
48079,4855,79613
48080,10715,58365
48081,9004,63250
48082,7247,60801
48083,9237,77538
48084,6660,96280
48085,8828,116672
48088,9092,64163
48089,12290,39213
48091,11784,40481
48092,10242,58161
48093,10244,53840
48094,7802,90637
48095,2114,98641
48096,1642,76563
48097,2044,51875
48098,7035,135554
48101,10964,67130
48103,23452,95727
48104,16386,58788
48105,14668,76551
48108,11150,66121
48111,17091,59140
48114,7813,95139
48116,11060,88183
48117,3852,70407
48118,4996,89393
48120,2189,40453
48122,3724,41629
48124,11632,72325
48125,7624,49325
48126,12939,35436
48127,12581,50247
48128,3836,78266
48130,5786,110833
48131,2979,62041
48133,2156,52240
48134,8189,75435
48135,10749,56521
48137,2072,68750
48138,4146,105833
48139,59,57614
48140,1275,80474
48141,9002,32014
48144,3844,72794
48145,1261,73255
48146,14244,44554
48150,10391,76465
48152,12552,77283
48154,14328,85384
48157,603,41250
48158,3079,80545
48159,936,69000
48160,4650,72800
48161,10722,51920
48162,11549,56357
48164,3099,91177
48165,2852,90700
48166,4399,60420
48167,9007,99158
48168,8339,137149
48169,8653,85043
48170,17025,85634
48173,4692,77792
48174,11833,51335
48176,8319,103384
48177,76,71855
48178,12985,100452
48179,1481,83207
48180,24030,50053
48182,8856,70790
48183,17573,66786
48184,6633,47027
48185,21736,48698
48186,13447,53801
48187,18393,87997
48188,15278,101944
48189,5657,73243
48190,78,188050
48191,1586,71757
48192,11070,54462
48193,6238,60237
48195,12696,57133
48197,25517,61341
48198,16013,46508
48201,8417,17331
48202,7613,26939
48203,9872,21834
48204,9479,24283
48205,13164,38258
48206,6643,23169
48207,11554,30908
48208,4183,20364
48209,9813,29188
48210,8758,30142
48211,2056,24104
48212,10805,26958
48213,7868,25405
48214,9989,31966
48215,5026,24748
48216,2462,31106
48217,2900,30847
48218,3055,25517
48219,19371,34452
48220,11297,65024
48221,15733,42952
48223,10099,37912
48224,14218,35429
48225,5462,46955
48226,4262,64509
48227,15813,29197
48228,19933,27337
48229,3703,28991
48230,6477,110813
48234,12952,28935
48235,18199,33177
48236,11286,112964
48237,12107,52584
48238,9994,25730
48239,13729,56365
48240,6776,55177
48301,5501,147180
48302,6212,133427
48304,6372,127500
48306,9557,145299
48307,18000,81180
48309,11174,99234
48310,14845,62461
48312,13657,62651
48313,13284,70457
48314,8296,65548
48315,10875,83028
48316,10870,83792
48317,11602,66090
48320,2300,59435
48322,12334,93308
48323,6402,115174
48324,6386,118418
48326,9649,64615
48327,9531,59119
48328,11261,54831
48329,9929,77942
48331,8397,107892
48334,7944,81688
48335,10718,80171
48336,10787,65930
48340,9662,35879
48341,6800,36049
48342,6561,27917
48346,9158,81377
48348,8712,111938
48350,2730,79615
48353,2548,81190
48356,3316,86723
48357,3147,84450
48359,3741,84594
48360,4659,115871
48362,5986,90503
48363,2238,131793
48367,1703,88053
48370,607,96650
48371,9094,87010
48374,5254,138979
48375,8530,98792
48377,7783,68426
48380,2593,111080
48381,5481,79161
48382,8415,107807
48383,4656,88883
48386,7053,84273
48390,10423,73036
48393,7256,52335
48401,577,47014
48412,1987,69960
48413,2928,47083
48414,968,61290
48415,3701,62475
48416,1889,52792
48417,1084,53684
48418,1462,72414
48419,964,51979
48420,8828,53528
48421,2427,59975
48422,2696,51187
48423,13996,53867
48426,399,51016
48427,1158,50625
48428,1984,74333
48429,3833,52183
48430,14371,77307
48432,278,51500
48433,10046,64340
48434,46,41667
48435,735,55707
48436,1444,76579
48437,310,43750
48438,2452,90798
48439,19756,72347
48441,1744,46193
48442,8252,68201
48444,3599,50471
48445,501,47604
48446,12040,57529
48449,1096,49907
48450,2346,46122
48451,5455,85099
48453,2083,40417
48454,499,49792
48455,3077,83750
48456,322,55769
48457,3008,55283
48458,7855,37731
48460,933,70250
48461,3176,60784
48462,4874,95638
48463,1735,58497
48464,800,59667
48465,270,46429
48466,627,52450
48467,1133,51615
48468,543,44327
48469,573,44886
48470,312,49821
48471,2331,43601
48472,662,49200
48473,8983,66254
48475,1091,51425
48476,192,58611
48502,127,31250
48503,11559,30028
48504,11116,31685
48505,8310,25949
48506,11653,36668
48507,13220,36260
48509,3785,56268
48519,2939,49979
48529,3657,31330
48532,8382,40445
48601,14301,29822
48602,12292,34671
48603,11826,53426
48604,4115,46324
48607,722,28571
48609,5213,64668
48610,1383,42891
48611,2625,63284
48612,3930,44461
48613,426,43214
48614,557,45777
48615,1166,48712
48616,3020,51929
48617,3413,48763
48618,2060,45000
48619,257,44338
48621,507,47837
48622,2295,47148
48623,4792,81436
48624,6719,43913
48625,5337,34776
48626,2373,63766
48627,47,52917
48628,911,56991
48629,3489,43078
48631,1714,55925
48632,2141,35788
48633,68,65357
48634,1917,61578
48635,720,39327
48636,416,34148
48637,1253,51432
48638,5691,48540
48640,13192,63337
48642,13584,67673
48647,1905,43220
48649,512,51346
48650,3046,50192
48651,2330,38563
48652,659,60956
48653,4689,48382
48654,1008,39808
48655,2394,55455
48656,1792,35114
48657,3357,60190
48658,2058,40521
48659,1051,44107
48661,4471,44467
48662,650,62000
48701,568,46957
48703,1485,40313
48705,273,34688
48706,16709,49244
48708,11077,39985
48720,466,35156
48721,244,45000
48722,1287,60898
48723,4965,48197
48725,1053,44020
48726,2282,51086
48727,433,49327
48728,144,39000
48729,599,49313
48730,2228,44034
48731,671,45074
48732,5010,44748
48733,694,48893
48734,3320,77019
48735,458,48125
48737,600,36346
48738,561,43472
48739,1964,37321
48740,1102,41646
48741,797,47083
48742,759,43688
48744,1765,48958
48745,566,38462
48746,3181,56981
48747,545,63750
48748,812,37373
48749,461,47386
48750,4082,43333
48754,361,61146
48755,1402,52321
48756,1956,32685
48757,1559,63813
48759,1448,50857
48760,585,50451
48761,428,38750
48762,508,44583
48763,2028,52337
48765,311,44688
48766,524,42436
48767,847,59063
48768,3943,44988
48770,761,42802
48801,5092,40316
48806,646,44792
48807,343,52396
48808,2471,74523
48809,4074,52592
48811,1237,49836
48813,7882,62932
48815,903,70313
48817,2401,53449
48818,1022,47591
48819,1004,62056
48820,6726,87632
48821,2483,74520
48822,1046,80139
48823,19946,46150
48827,6291,64994
48829,1326,41567
48831,1350,48534
48832,589,56969
48834,841,50425
48835,1089,66012
48836,4986,69790
48837,8204,71769
48838,7491,48121
48840,5840,67628
48841,287,66838
48842,8931,63416
48843,17162,78740
48845,322,48542
48846,6582,52917
48847,2292,52500
48848,2890,81107
48849,2308,65000
48850,1696,47237
48851,852,59792
48852,75,23750
48853,225,49821
48854,7558,70068
48855,5836,80638
48856,383,43720
48857,1066,68883
48858,17231,39833
48860,610,54583
48861,572,70167
48864,9162,86702
48865,753,42292
48866,1845,60797
48867,11395,49836
48870,57,42614
48871,783,62989
48872,2652,70317
48873,489,73438
48874,54,65238
48875,3908,69118
48876,1624,63056
48877,953,48984
48878,545,49609
48879,6776,65234
48880,2523,47301
48881,2143,64367
48883,2686,56852
48884,1613,51373
48885,374,58750
48886,789,49531
48888,2452,51346
48889,559,49297
48890,817,55288
48891,1162,54934
48892,1799,69226
48893,2006,60781
48894,654,80500
48895,4511,98866
48896,82,21500
48897,686,71800
48906,10575,47450
48910,15698,41010
48911,16232,44972
48912,7801,44102
48915,3817,39754
48917,14736,61578
48933,1461,35701
49001,8884,45420
49002,8436,57336
49004,6373,57298
49006,10366,39602
49007,4055,33096
49008,6863,52944
49009,18439,65958
49010,6722,58780
49011,816,53009
49012,1376,73063
49013,1894,46967
49014,8192,53578
49015,11186,57254
49017,8914,47410
49021,2401,58575
49022,12980,33747
49024,11945,66907
49026,964,41354
49027,103,40042
49028,2520,55731
49029,600,62813
49030,874,52404
49031,3058,51373
49032,1089,60660
49033,723,80402
49034,1009,62123
49036,9020,50909
49037,8768,33033
49038,3852,56400
49040,1376,47969
49042,1965,50344
49043,903,28224
49045,2084,50086
49046,3478,65700
49047,6355,45764
49048,9909,47949
49050,612,70061
49051,947,73417
49052,326,50357
49053,2748,62115
49055,2422,58506
49056,1304,42979
49057,2215,47027
49058,7564,61731
49060,777,56750
49061,582,64306
49064,1387,57148
49065,2522,61154
49066,218,48095
49067,1749,57771
49068,6371,58750
49070,980,58036
49071,3600,84063
49072,1154,62703
49073,1859,46104
49074,80,22727
49075,54,57885
49076,1450,59875
49078,3729,53223
49079,5250,62945
49080,6103,65020
49082,2348,52966
49083,3058,93900
49085,10187,75767
49087,2338,83952
49088,1488,82391
49089,647,51458
49090,6215,51277
49091,7805,48851
49092,783,50250
49093,7358,53927
49094,1665,50465
49095,893,73304
49096,1217,59784
49097,4303,70744
49098,2259,43452
49099,2407,50237
49101,1220,55484
49102,567,61696
49103,3665,47227
49106,2264,62415
49107,4144,48939
49111,1370,56744
49112,3986,68386
49113,778,54259
49115,232,69231
49116,125,115568
49117,1762,58426
49119,35,46458
49120,15169,49409
49125,1089,60521
49126,485,48906
49127,4432,70912
49128,1443,57614
49129,282,80179
49130,601,69213
49201,15428,56766
49202,8626,36274
49203,15723,46846
49220,1024,48833
49221,14726,47952
49224,5046,41895
49227,479,49519
49228,2133,59387
49229,1238,77500
49230,4483,63763
49232,953,49676
49233,1096,63274
49234,1073,69125
49235,809,53309
49236,1887,64824
49237,1124,58587
49238,664,69408
49240,3645,86625
49241,1069,63438
49242,5684,43990
49245,1854,51346
49246,1245,69607
49247,2284,52213
49248,324,52143
49249,1534,65255
49250,2473,49925
49251,2325,66886
49252,1037,43125
49253,1287,62216
49254,1510,60600
49255,755,46838
49256,1531,42354
49259,918,55057
49262,506,50336
49264,712,64412
49265,2231,71484
49266,1348,58188
49267,1587,71903
49268,483,50337
49269,2264,64259
49270,2123,79261
49271,735,49241
49272,1017,62596
49274,1254,52069
49276,339,48906
49277,1389,58766
49279,361,55450
49282,141,47875
49283,1129,74177
49284,1169,53674
49285,2132,63827
49286,5916,64038
49287,805,65339
49288,542,42241
49289,60,70833
49301,6817,132261
49302,2933,87598
49303,348,60208
49304,1547,30885
49305,964,38726
49306,3921,86901
49307,7084,40000
49309,734,36087
49310,1056,51276
49312,138,33056
49315,8320,82182
49316,8115,89326
49318,552,52446
49319,6309,67938
49320,22,50962
49321,6822,57867
49322,521,49609
49323,3555,75863
49325,695,70699
49326,1688,57361
49327,3151,54080
49328,1518,62742
49329,3055,61601
49330,1785,67337
49331,6716,79765
49332,1218,48010
49333,4386,73326
49335,75,52448
49336,1494,46582
49337,5103,45767
49338,780,47679
49339,806,57661
49340,1048,47885
49341,13006,94895
49342,637,54261
49343,1927,65585
49344,1365,57607
49345,5268,66659
49346,2144,55255
49347,467,55865
49348,4845,65115
49349,3121,45280
49401,6868,46857
49402,548,40625
49403,960,74000
49404,3047,66854
49405,590,50000
49406,403,92708
49408,3731,59278
49410,771,37872
49411,626,56944
49412,4368,55026
49415,2594,65724
49417,12631,67182
49418,10902,70504
49419,2794,76317
49420,2322,47143
49421,2322,46838
49423,16763,59133
49424,17897,68276
49425,1316,47382
49426,12513,85410
49428,10089,75625
49431,7553,52630
49435,1263,91250
49436,700,52083
49437,2739,60158
49440,610,14865
49441,15121,52612
49442,15246,39362
49444,10038,40833
49445,8381,65400
49446,967,61250
49448,1498,66190
49449,1189,60365
49450,930,42756
49451,2147,59375
49452,743,51420
49453,1166,76250
49454,1780,50357
49455,1821,44953
49456,8032,68196
49457,3847,59504
49458,50,38438
49459,532,43750
49460,2973,72392
49461,3530,60533
49464,10277,75799
49503,15772,47844
49504,15421,51048
49505,13482,52893
49506,12580,82982
49507,12296,41089
49508,14801,57404
49509,10011,49795
49512,7649,53017
49519,11282,54394
49525,11591,70666
49534,8761,65923
49544,4034,61577
49546,13127,72283
49548,12022,50787
49601,8735,47939
49611,100,44583
49612,606,54844
49613,291,57656
49614,1032,54342
49615,1729,57043
49616,753,39750
49617,1261,61017
49618,291,46736
49619,408,40227
49620,920,61304
49621,1506,64833
49622,1118,55938
49623,444,42039
49625,450,48214
49626,151,43594
49627,90,80500
49628,69,52917
49629,970,63571
49630,695,65990
49631,2478,41667
49632,447,47125
49633,1570,49900
49634,17,86750
49635,1470,56346
49636,196,85833
49637,1282,54063
49638,354,39107
49639,876,48625
49640,632,47656
49642,360,21304
49643,2704,67308
49644,953,42067
49645,610,43625
49646,3409,45958
49648,1014,71111
49649,2203,62418
49650,1110,81731
49651,3285,46347
49653,819,71755
49654,245,71313
49655,1267,47958
49656,632,39423
49657,1336,51554
49659,2676,42806
49660,5538,50868
49663,2219,47220
49664,812,62167
49665,1702,40902
49667,227,41625
49668,1316,43309
49670,903,55809
49675,397,68281
49676,1526,56300
49677,2826,42989
49679,475,46161
49680,700,46848
49682,1676,68263
49683,810,44516
49684,16815,61482
49686,14054,65148
49688,956,54700
49689,592,44063
49690,2812,74444
49701,459,43125
49705,344,47500
49706,1781,48517
49707,9921,42789
49709,1705,41024
49710,200,35938
49712,3494,58893
49713,875,58542
49715,1328,59625
49716,345,66250
49718,300,44167
49719,597,53292
49720,4052,54754
49721,6223,44337
49722,139,38516
49724,393,61250
49725,291,47083
49726,507,46528
49727,2994,53217
49728,114,46250
49729,666,56890
49730,841,53565
49733,862,48902
49735,8062,54607
49736,246,38393
49738,4278,48789
49740,3222,68028
49743,335,42188
49744,334,45556
49745,450,48400
49746,1562,42398
49747,876,38357
49748,86,39286
49749,1883,53899
49751,836,56452
49752,315,45781
49753,937,50082
49755,893,48239
49756,1804,39708
49757,514,47159
49759,715,48625
49760,280,52500
49762,331,48083
49764,164,43857
49765,1677,45845
49766,944,47134
49768,181,38229
49769,681,46696
49770,7480,57714
49774,787,53750
49775,44,48750
49776,766,45526
49777,831,67135
49779,1993,47171
49780,649,57917
49781,1859,43934
49782,294,59000
49783,7887,45257
49788,1146,33036
49791,135,52375
49793,88,41250
49795,824,47566
49796,161,65417
49799,899,41008
49801,4683,54944
49802,2833,42489
49805,158,78542
49806,226,60000
49807,1512,55515
49808,119,62083
49812,406,49038
49814,526,56944
49815,139,48472
49816,294,62727
49817,235,48917
49818,428,59583
49819,15,51250
49820,150,53333
49821,574,49569
49822,70,45833
49825,98,36250
49826,88,56923
49827,420,53333
49829,7906,40500
49831,332,68864
49833,112,69891
49834,84,51250
49835,397,44716
49836,372,38125
49837,3949,58304
49838,227,31734
49839,173,28125
49840,272,48654
49841,2918,49444
49847,448,40917
49848,46,39038
49849,5086,53380
49852,49,39375
49853,540,48750
49854,2748,45472
49855,12804,53318
49858,5678,46793
49861,241,58125
49862,1439,44708
49863,64,24375
49864,51,26250
49866,3180,59717
49868,1727,45352
49870,1658,44775
49871,218,50500
49872,69,45938
49873,50,51250
49874,384,39405
49876,515,80544
49877,8,"2,500-"
49878,1564,53491
49879,489,36771
49880,475,59306
49881,125,48750
49884,126,39038
49885,771,59250
49886,237,45365
49887,1124,45291
49891,255,44417
49892,843,63147
49893,699,52644
49894,282,53587
49895,244,38611
49896,602,52895
49901,135,32188
49902,91,30521
49903,45,36250
49905,595,66607
49908,935,45594
49910,138,41389
49911,1226,40978
49912,461,34871
49913,2737,40286
49915,172,42857
49916,1100,64659
49917,82,39375
49918,63,45625
49919,87,45875
49920,1850,46490
49922,287,41563
49925,227,45625
49927,201,49375
49929,89,54375
49930,2718,42723
49931,3217,30687
49934,338,46250
49935,2826,39167
49938,3638,37659
49942,132,27031
49945,1053,49234
49946,1613,45968
49947,215,52768
49948,256,45313
49950,619,49375
49952,39,54375
49953,1161,40750
49955,149,56635
49958,344,52250
49959,164,38333
49960,68,40000
49961,46,35500
49962,112,44643
49963,379,33917
49965,219,42125
49967,213,50625
49968,918,37245
49969,604,41875
49970,127,48958
49971,212,41750
50001,341,91354
50002,605,61875
50003,2979,92644
50005,373,56914
50006,711,56648
50007,167,98750
50008,385,40208
50009,7267,80564
50010,14588,55432
50014,12443,44818
50020,618,50938
50021,10937,82826
50022,3771,45651
50023,13911,87198
50025,1448,53989
50026,260,46786
50027,153,45398
50028,665,66118
50029,278,47250
50032,146,40878
50033,5,121875
50034,195,61250
50035,2695,99115
50036,6908,62394
50038,44,60921
50039,173,92250
50042,120,52143
50044,348,56000
50046,628,73941
50047,2267,73843
50048,375,49792
50049,2810,53571
50050,300,52708
50051,124,39205
50052,62,82917
50054,1136,70550
50055,341,64940
50056,555,74345
50058,821,54779
50060,1012,53227
50061,691,160391
50062,274,53000
50063,951,82083
50064,76,75778
50065,334,35833
50066,62,54643
50067,121,49519
50068,147,73750
50069,419,68125
50070,576,73611
50071,512,57857
50072,897,75197
50073,422,73750
50074,172,71389
50075,351,74750
50076,672,49828
50078,86,40500
50102,67,67625
50103,158,58750
50104,44,45000
50105,350,88333
50106,343,71875
50107,449,48693
50108,190,47500
50109,1161,106012
50111,5391,86220
50112,4653,52413
50115,1134,57951
50116,68,46000
50118,399,76477
50119,140,61071
50120,162,78125
50122,520,68000
50123,344,47857
50124,1530,103859
50125,7920,67819
50126,2806,51154
50128,185,41319
50129,2202,49741
50130,561,65781
50131,8564,94144
50132,102,46875
50133,183,41458
50134,282,77917
50135,601,63365
50136,178,54688
50138,5070,56016
50139,478,58571
50140,1048,40417
50141,206,61250
50142,393,56083
50143,255,78958
50144,1080,50357
50146,196,54750
50147,182,51458
50148,175,70057
50149,379,58173
50150,423,58264
50151,254,70833
50153,347,68938
50154,201,75208
50155,151,42917
50156,1933,72535
50157,414,44457
50158,11808,54619
50160,204,56667
50161,741,81979
50162,530,57365
50163,374,37000
50164,209,55156
50165,56,31641
50166,655,69519
50167,248,68750
50168,315,61250
50169,886,75357
50170,1194,66630
50171,1080,62500
50173,328,51397
50174,544,52619
50201,3352,68395
50206,209,80179
50207,867,62574
50208,8141,51299
50210,646,73750
50211,5055,84782
50212,1254,63824
50213,2909,54502
50214,297,67679
50216,1062,77685
50217,303,55568
50218,73,53583
50219,5216,73708
50220,3605,49252
50222,204,80333
50223,288,53026
50225,1143,59461
50226,2010,113400
50227,10,68750
50228,1041,78274
50229,313,102250
50230,438,64643
50231,73,53750
50232,200,75000
50233,531,76635
50234,192,71250
50235,162,58833
50236,672,83750
50237,1244,89063
50238,432,52292
50239,31,34063
50240,1108,79500
50242,225,79792
50243,97,63125
50244,761,75474
50246,305,58393
50247,919,68625
50248,1915,81856
50249,529,52344
50250,930,56944
50251,511,71607
50254,89,76042
50255,29,45417
50256,181,54879
50257,389,57083
50258,423,61953
50261,930,109211
50262,150,71500
50263,9700,100060
50264,192,50172
50265,13758,72631
50266,13777,77352
50268,437,41958
50271,244,60962
50272,65,52917
50273,3557,60691
50274,91,68125
50275,257,43750
50276,817,80787
50277,143,49750
50278,321,58063
50309,5018,49240
50310,13256,63773
50311,5844,50676
50312,7651,64552
50313,6560,53740
50314,3987,38638
50315,14515,51614
50316,5698,45275
50317,14780,53973
50320,8033,60066
50321,3290,59324
50322,12762,70325
50323,4879,145777
50324,2143,64230
50325,6592,104554
50327,4188,82351
50401,13209,51339
50420,116,58750
50421,1357,57153
50423,1206,51190
50424,630,61552
50426,25,40417
50428,4093,60503
50430,217,52411
50431,91,47813
50432,121,41250
50433,119,47386
50434,172,52500
50435,307,70417
50436,2331,50036
50438,1702,69727
50439,92,53636
50440,189,76250
50441,2212,55464
50444,152,76250
50446,242,66250
50447,530,54643
50448,318,55000
