ZIP_CODE,TOTAL_HOUSEHOLDS,MEDIAN_INCOME
50449,399,60445
50450,1268,51827
50451,251,48125
50452,382,60000
50453,275,59375
50455,171,58750
50456,769,60125
50457,157,64886
50458,914,60156
50459,1225,52267
50460,152,78125
50461,2343,58886
50464,224,65000
50465,92,36250
50466,650,51146
50468,664,57581
50469,603,64940
50470,116,50000
50471,284,48333
50472,960,67862
50473,108,88239
50475,650,53065
50476,300,44821
50477,119,57946
50478,349,46875
50479,260,48750
50480,345,59271
50482,363,68598
50483,273,77813
50484,169,62614
50501,11722,43214
50510,453,65268
50511,3209,54628
50514,641,47188
50515,91,30234
50516,253,64196
50517,466,48750
50518,160,68750
50519,254,50278
50520,53,72292
50521,104,21218
50522,345,67344
50523,236,47500
50524,232,62250
50525,1553,48024
50527,102,37250
50528,130,60556
50529,367,53750
50530,447,60903
50532,327,58542
50533,1685,54150
50535,443,57031
50536,1793,53184
50538,223,50250
50539,217,50417
50540,442,74375
50541,386,46667
50542,414,63021
50543,610,51324
50544,158,60833
50545,79,34250
50546,145,45893
50548,2521,56426
50551,46,51818
50554,792,50648
50556,106,49500
50557,330,52308
50558,247,65208
50559,150,50833
50560,278,57500
50561,214,62813
50562,173,54659
50563,1168,50833
50565,186,61250
50566,196,64167
50567,119,58542
50568,616,60156
50569,344,60833
50570,74,66875
50571,155,59028
50573,33,34375
50574,994,53071
50575,351,55341
50576,140,56667
50577,174,46458
50578,320,45714
50579,1059,48618
50581,365,43911
50582,143,38958
50583,1182,55286
50585,524,61500
50586,119,53281
50588,4453,55420
50590,409,40450
50591,151,59688
50593,19,36250
50594,84,48929
50595,3847,58417
50597,459,53417
50598,417,65852
50599,180,67857
50601,1054,58636
50602,680,56000
50603,196,52639
50604,808,56747
50605,116,61333
50606,296,50577
50607,158,68214
50609,174,86667
50611,139,43250
50612,156,69375
50613,16330,62853
50616,4447,46430
50619,936,60278
50620,19,61042
50621,662,65441
50622,1283,81563
50624,638,86154
50625,455,55966
50626,678,73000
50627,1283,52014
50628,503,57070
50629,929,74766
50630,757,58092
50632,467,60461
50633,152,77875
50634,361,60972
50635,666,62500
50636,775,47228
50638,1437,66602
50641,505,52917
50642,214,69423
50643,1071,87866
50644,3591,63673
50645,436,61000
50647,865,79880
50648,1470,77935
50650,352,47833
50651,1468,66654
50652,42,40000
50653,272,60625
50654,195,67375
50655,322,56154
50658,1014,61111
50659,2396,62963
50660,506,58810
50662,2919,43219
50665,1214,61446
50666,371,75795
50667,301,70156
50668,463,71250
50669,983,65296
50670,943,65625
50671,77,57596
50672,247,54205
50673,68,66250
50674,1548,67734
50675,949,65061
50676,900,66447
50677,4654,69485
50680,482,61818
50681,184,62250
50682,718,73468
50701,12863,56510
50702,8347,49258
50703,7776,34698
50707,3428,49779
50801,4025,46356
50830,682,65962
50833,961,54107
50835,36,62500
50836,156,40625
50837,154,52895
50839,24,36667
50840,209,62188
50841,1107,50347
50842,37,48750
50843,207,50625
50845,290,55066
50846,443,53558
50847,39,36250
50848,143,34702
50849,1177,50954
50851,836,44651
50853,299,56205
50854,1072,53750
50857,101,57188
50858,316,48333
50859,259,48594
50860,78,44231
50861,105,70938
50862,64,62500
50863,81,65250
50864,841,51741
51001,928,60125
51002,1077,63229
51003,681,72356
51004,423,59205
51005,636,69375
51006,436,54722
51007,207,96875
51008,67,88125
51009,87,43250
51010,178,60556
51011,29,54063
51012,2867,53536
51014,180,61667
51016,555,48869
51018,149,66375
51019,350,65000
51020,315,51250
51022,282,63333
51023,1211,52153
51024,783,73424
51025,841,59932
51026,333,68750
51027,464,67222
51028,924,60968
51029,144,62813
51030,725,81625
51031,5055,65919
51033,176,48750
51034,781,48309
51035,807,59417
51036,333,75208
51037,183,27193
51038,730,65625
51039,1089,70694
51040,1632,41250
51041,2403,77920
51046,739,68594
51047,280,65000
51048,256,57955
51049,259,50625
51050,1063,71948
51051,33,31875
51052,350,62600
51053,468,58500
51054,1973,96354
51055,627,64375
51056,170,53750
51058,395,53456
51060,247,51563
51061,206,61875
51062,162,43750
51063,449,56125
51101,421,16353
51103,5880,45647
51104,8499,63967
51105,3961,48250
51106,10376,63155
51108,1983,62411
51109,1253,60975
51111,36,39423
51201,2596,53098
51230,115,61208
51231,146,56667
51232,330,52188
51234,513,65188
51235,502,78000
51237,707,56705
51238,501,61635
51239,1107,71831
51240,774,68841
51241,687,70817
51242,80,65833
51243,300,64524
51244,40,71250
51245,538,52045
51246,1408,60515
51247,1764,69268
51248,845,59250
51249,1386,60286
51250,2860,76830
51301,5508,47593
51331,571,49063
51333,222,48276
51334,2836,53790
51338,451,61250
51341,22,25000
51342,542,55313
51345,162,74167
51346,1003,46080
51347,679,62438
51350,225,52163
51351,1964,59903
51354,495,57656
51355,435,61705
51357,245,68417
51358,550,50469
51360,4122,61364
51363,80,44000
51364,351,53068
51365,156,46250
51366,149,53125
51401,5323,57965
51430,311,64875
51431,190,46250
51433,197,52824
51436,337,60208
51439,439,55139
51440,129,56250
51441,170,36250
51442,3318,54668
51443,670,70263
51444,100,63750
51445,1215,58897
51446,230,68000
51447,122,95326
51448,240,44028
51449,880,54531
51450,723,68229
51451,58,41250
51453,301,54125
51454,593,57083
51455,991,61513
51458,588,56458
51461,490,62969
51462,487,53292
51463,222,54688
51465,343,58750
51466,413,65750
51467,256,65000
51501,13914,48946
51503,14634,69007
51510,1413,58839
51520,91,63125
51521,777,55764
51523,165,70625
51525,477,63438
51526,625,78750
51527,198,55500
51528,335,44539
51529,773,64297
51530,298,50833
51531,309,61250
51532,311,56895
51533,425,62250
51534,3399,76602
51535,783,61492
51536,163,49063
51537,2936,59286
51540,141,45625
51541,188,55577
51542,413,98894
51543,225,46875
51544,289,68523
51545,133,36607
51546,1123,73194
51548,194,83382
51549,235,65795
51550,70,52500
51551,684,69706
51552,129,43036
51553,435,65089
51554,88,59615
51555,2127,63472
51556,195,68594
51557,425,74306
51558,203,49375
51559,658,76250
51560,782,67778
51561,433,63798
51562,176,55000
51563,274,63864
51564,187,51250
51565,161,54250
51566,2944,47813
51570,444,50156
51571,201,82250
51572,230,41250
51573,454,77083
51575,583,82431
51576,742,90667
51577,549,49306
51578,27,94375
51579,932,64167
51601,2427,44712
51630,85,60417
51631,144,41316
51632,2641,53438
51636,205,65804
51637,98,36042
51638,565,53510
51639,368,54464
51640,700,47813
51646,374,58289
51648,105,78527
51649,132,75978
51650,131,48125
51652,672,53409
51653,589,67917
51654,137,47031
51656,15,48125
52001,17192,50971
52002,6695,77511
52003,5254,75725
52030,170,48000
52031,2159,67287
52032,607,61979
52033,1281,66313
52035,395,52292
52037,447,63365
52038,203,79750
52039,339,91023
52040,2442,63829
52041,655,65938
52042,599,59236
52043,1019,48490
52044,50,75833
52045,948,74722
52046,884,72045
52047,271,54375
52048,160,58214
52049,563,61354
52050,184,66818
52052,1399,52366
52053,364,75714
52054,347,86250
52057,3255,58883
52060,3692,47973
52064,346,62692
52065,447,60208
52066,32,31250
52068,1676,101296
52069,549,67847
52070,461,51033
52072,113,66094
52073,523,86513
52074,131,65250
52076,950,53197
52077,158,67500
52078,294,67353
52079,351,49917
52101,5123,66647
52132,857,53218
52133,288,67500
52134,125,51042
52135,310,51750
52136,2489,53939
52140,273,46898
52141,504,54583
52142,619,40179
52144,504,69128
52146,426,54583
52147,435,60625
52151,856,53676
52154,391,59583
52155,550,59167
52156,208,48462
52157,795,41815
52158,143,41250
52159,1036,49932
52160,385,45781
52161,614,70682
52162,1304,55278
52163,158,45000
52164,127,69750
52165,324,62500
52166,54,49375
52169,143,71964
52170,219,61250
52171,398,61447
52172,2665,49819
52175,1472,53065
52201,549,95174
52202,370,84063
52203,866,83250
52205,3491,54332
52206,918,97273
52207,167,60625
52208,1339,56815
52209,446,68281
52210,260,57841
52211,1178,58289
52212,128,55714
52213,1508,81667
52214,1349,73105
52215,312,55000
52216,561,53438
52217,238,62500
52218,720,76406
52219,78,63750
52220,147,58060
52221,109,65982
52222,255,47946
52223,446,66071
52224,824,73250
52225,124,52813
52227,1052,96111
52228,1182,94706
52229,315,73682
52231,99,57396
52232,75,55694
52233,3034,46379
52235,338,54219
52236,285,57986
52237,595,70496
52240,15278,42959
52241,8408,59788
52245,9404,66605
52246,10319,50313
52247,1890,63333
52248,717,63641
52249,390,66500
52251,235,71650
52253,1282,72917
52254,382,49615
52255,611,65861
52257,92,76250
52301,1518,56818
52302,16705,72584
52305,230,75000
52306,609,65729
52308,65,63036
52309,199,70865
52310,2560,58167
52312,25,36250
52313,125,69931
52314,1844,82016
52315,502,60547
52316,682,57115
52317,7796,85604
52318,373,73542
52320,456,49107
52321,154,51250
52322,969,67050
52323,346,64500
52324,682,102105
52325,375,52070
52326,220,66250
52327,1262,75551
52328,1080,127333
52329,352,73148
52330,336,75000
52332,801,70417
52333,2493,107460
52334,79,72292
52335,318,40577
52336,933,71576
52337,288,56000
52338,1260,115603
52339,1445,50693
52340,1278,81011
52341,453,91406
52342,1407,47723
52345,546,88333
52346,498,80476
52347,557,63125
52348,35,60313
52349,3085,53290
52351,507,106023
52352,580,74000
52353,3782,55411
52354,185,80089
52355,128,53333
52356,988,63500
52358,1533,65321
52359,94,42188
52361,1871,63555
52362,421,58309
52401,960,40161
52402,17329,61167
52403,9744,62293
52404,16925,54407
52405,10645,59994
52411,2852,133333
52501,12135,44952
52530,471,46615
52531,2450,56000
52533,484,55270
52534,150,36071
52535,405,49879
52536,450,50192
52537,2618,65069
52540,604,45870
52542,141,43355
52543,130,93966
52544,3310,35806
52548,40,53929
52549,269,43523
52550,244,39250
52551,205,63958
52552,355,51953
52553,711,54792
52554,592,48889
52555,152,44167
52556,5111,45763
52560,103,45104
52561,400,50577
52563,607,61791
52565,772,49063
52566,77,45625
52567,322,58214
52569,277,54583
52570,329,50750
52571,603,49844
52572,427,48393
52574,336,44125
52576,258,50556
52577,6107,52695
52580,254,58214
52581,144,47500
52583,161,48125
52584,183,69531
52585,404,61250
52586,219,57361
52590,473,40361
52591,1274,53148
52593,79,75139
52594,112,60000
52595,132,45000
52601,12578,49613
52619,252,51389
52620,343,54766
52621,289,74063
52623,724,61875
52624,129,48681
52625,1105,60043
52626,520,46250
52627,5085,45173
52630,173,41458
52632,5291,42475
52635,328,38500
52637,957,60750
52638,212,65278
52639,761,64971
52640,539,64896
52641,4671,54622
52644,171,64485
52645,1412,55109
52646,151,61146
52647,86,62500
52649,363,46563
52650,301,75114
52651,262,34500
52653,1367,63869
52654,629,60750
52655,1788,51100
52656,1069,63813
52657,28,63750
52658,398,61384
52659,571,47679
52660,59,33906
52701,47,60156
52720,326,86667
52721,313,78036
52722,14586,82056
52726,1824,92083
52727,159,51442
52728,418,61250
52729,367,66964
52730,2342,52852
52731,323,66979
52732,11177,44967
52737,136,51750
52738,1401,49228
52739,242,42037
52742,3034,60784
52745,239,57875
52746,409,84688
52747,796,65000
52748,3550,75443
52749,344,80000
52750,198,75833
52751,378,66429
52752,195,57386
52753,2074,91643
52754,587,63578
52755,777,69438
52756,737,100568
52757,83,54821
52758,99,76250
52760,226,58929
52761,12059,56060
52765,147,52969
52766,348,65313
52768,611,69261
52769,242,78182
52772,2092,69565
52773,1094,72292
52774,47,60625
52776,1583,61673
52777,454,56000
52778,1726,61568
52801,745,27679
52802,3841,40448
52803,8716,51367
52804,10574,50875
52806,10888,54718
52807,6530,59895
53001,823,72578
53002,991,77708
53003,63,47292
53004,1276,81250
53005,7622,104534
53006,703,72604
53007,913,39273
53010,2975,73219
53011,894,80804
53012,7410,97500
53013,1331,73482
53014,3336,59434
53015,1044,74100
53016,147,59375
53017,2056,124107
53018,3128,101703
53019,761,76094
53020,1606,75300
53021,1867,85750
53022,7807,86113
53023,540,76250
53024,7293,81420
53027,9241,70162
53029,7988,103764
53032,1922,62857
53033,2034,96530
53034,711,65369
53035,938,67404
53036,1090,82813
53037,3962,84865
53038,1593,85344
53039,1688,66856
53040,3198,79250
53042,2847,63607
53044,964,85859
53045,8499,104901
53046,504,65833
53047,53,66656
53048,1439,56563
53049,1082,81413
53050,2805,57668
53051,15354,82383
53057,613,71392
53058,1476,83500
53059,742,74808
53061,2113,65673
53063,661,72917
53065,869,76250
53066,13879,96880
53069,311,110341
53070,1875,67039
53072,10710,92023
53073,6181,63570
53074,5539,68807
53075,1352,68448
53076,1490,102965
53078,712,79412
53079,613,73828
53080,2360,56558
53081,17949,50353
53083,8335,72827
53085,5109,60448
53086,3263,82192
53088,200,61094
53089,7432,92951
53090,8632,73992
53091,861,61125
53092,8495,106565
53093,787,80491
53094,7532,57279
53095,11687,66301
53097,2003,129115
53098,4645,58079
53103,1472,91210
53104,2165,82126
53105,11581,76850
53108,1346,71250
53110,7682,56795
53114,969,74698
53115,6405,61557
53118,2860,84783
53119,2128,91654
53120,3952,73205
53121,7538,70259
53122,2287,106058
53125,806,85833
53126,2695,89057
53128,3073,68668
53129,5843,72039
53130,3141,76677
53132,13653,84118
53137,667,85391
53139,1005,79375
53140,11905,46231
53142,12363,72141
53143,8846,48454
53144,9879,60655
53146,3109,86388
53147,7287,66011
53149,7534,98625
53150,9651,95057
53151,13511,82325
53153,886,100750
53154,14714,74840
53156,1247,62260
53158,6334,89968
53167,372,50781
53168,3420,77588
53170,873,66336
53172,8607,52678
53177,2545,65671
53178,1151,65841
53179,2520,77535
53181,2844,69402
53182,3349,72536
53183,1081,102554
53184,1576,57400
53185,7326,95259
53186,13933,62271
53188,14413,68762
53189,9891,91325
53190,6497,48258
53191,1251,58144
53195,77,60341
53202,15696,55606
53203,985,72159
53204,13073,31446
53205,3311,21131
53206,7979,24557
53207,16588,64039
53208,12071,35171
53209,18610,36537
53210,9768,36419
53211,14509,62815
53212,13195,37543
53213,11420,80139
53214,15642,49468
53215,19108,39310
53216,13171,36517
53217,11437,107523
53218,13875,38584
53219,15003,58746
53220,11251,56808
53221,15951,51868
53222,11226,60023
53223,12341,50666
53224,7877,55262
53225,9897,44865
53226,8248,73398
53227,10869,51999
53228,6249,69018
53233,4531,15635
53235,4703,44563
53402,13643,61070
53403,10530,42829
53404,5593,37317
53405,10217,53915
53406,10904,62016
53502,1008,57267
53503,830,59063
53504,844,57647
53505,148,78750
53506,443,43594
53507,794,90625
53508,2193,88897
53510,610,67778
53511,19060,47096
53515,997,73664
53516,912,68382
53517,734,81944
53518,604,52222
53520,2653,61270
53521,1454,89071
53522,412,59762
53523,2142,86628
53525,1473,69514
53526,274,54643
53527,3852,96111
53528,2501,87948
53529,833,91477
53530,1814,58833
53531,1755,81902
53532,5968,90546
53533,3028,64574
53534,4961,68578
53536,3509,73503
53537,328,55625
53538,7381,61815
53540,100,35833
53541,361,70625
53543,687,64917
53544,319,83125
53545,10047,56063
53546,12272,60950
53548,7657,53772
53549,4172,61706
53550,440,67292
53551,3465,73561
53553,224,60000
53554,399,58355
53555,3765,80991
53556,1181,52539
53557,158,54583
53558,4798,94951
53559,2199,73075
53560,1524,71346
53561,796,81944
53562,11336,86438
53563,4258,78266
53565,2019,60231
53566,6522,55821
53569,470,59286
53570,1091,68281
53571,36,95962
53572,3921,83794
53573,1337,47925
53574,1496,79444
53575,6091,95445
53576,878,68654
53577,582,67500
53578,2686,66613
53579,730,63365
53580,225,58750
53581,4375,51550
53582,478,62500
53583,2535,73894
53585,852,54038
53586,910,55156
53587,510,62679
53588,1719,65888
53589,8117,71963
53590,15914,82273
53593,9332,107029
53594,2194,77409
53597,7464,105500
53598,1027,95087
53703,16629,40902
53704,20861,62783
53705,12129,70934
53706,59,10804
53711,21205,82793
53713,9799,44493
53714,7107,56544
53715,4880,34104
